,name,start
3209,Зеркальный АИСТ,2004-02-21 00:00:00
32,Чемпионат Украины. Первая лига,2003-11-22 00:00:00
36,Чемпионат Молдовы,2004-02-29 00:00:00
29,Кубок Хайфы,2004-03-01 00:00:00
30,Открытый кубок Мордовии,2004-03-08 00:00:00
20,Чемпионат Украины,2003-11-08 00:00:00
44,Турнир в Могилёве,2004-03-21 00:00:00
35,Чемпионат Латвии,2004-03-27 00:00:00
25,Кубок городов,2004-04-04 00:00:00
47,Кубок губернатора СПб. Иногородний отбор,2004-04-10 00:00:00
48,Кубок губернатора СПб. Отбор команд СПб,2004-04-10 00:00:00
19,Кубок губернатора СПб. Этап КМ,2004-04-10 00:00:00
40,Чемпионат США,2004-04-11 00:00:00
46,Кубок губернатора СПб. Финал,2004-04-11 00:00:00
53,Поволжская лига,2003-12-14 00:00:00
15,Открытый Всероссийский синхронный чемпионат,2003-09-28 00:00:00
24,Чемпионат Финляндии,2004-04-18 00:00:00
50,Чемпионат Харькова. Высшая лига,2003-10-19 00:00:00
41,Неспростая весна,2004-04-25 00:00:00
38,Саратов,2004-05-04 00:00:00
39,Чемпионат Туркменистана,2004-05-04 00:00:00
21,Чемпионат Израиля,2004-05-08 00:00:00
33,Каменный цветок,2004-05-09 00:00:00
37,Кубок Полесья,2004-05-09 00:00:00
42,Чемпионат Азербайджана,2004-05-09 00:00:00
43,Чемпионат Болгарии,2004-05-15 00:00:00
2339,Студенческий чемпионат России,2004-05-15 00:00:00
61,Чемпионат Москвы. Вторая лига. Дивизион Физтех,2003-10-23 00:00:00
31,Кубок Украины,2004-05-23 00:00:00
34,Чемпионат Грузии,2004-05-23 00:00:00
45,Чемпионат Москвы. Высшая лига,2003-10-30 00:00:00
52,Чемпионат Москвы. Первая лига,2003-11-01 00:00:00
59,Чемпионат Мордовии,2004-05-30 00:00:00
2329,Чемпионат Ростова-на-Дону,2003-09-01 00:00:00
51,Кубок Метрополии,2004-06-13 00:00:00
49,Белые ночи - Энергокапитал,2004-07-03 00:00:00
54,Чемпионат мира,2004-07-31 00:00:00
55,Летние зори,2004-08-18 00:00:00
56,Чемпионат Южного Кавказа,2004-08-29 00:00:00
69,Турнир на призы Северстали,2004-09-04 00:00:00
57,Всемирный потоп,2004-09-12 00:00:00
58,Чемпионат Украины. Переходной этап,2004-09-19 00:00:00
63,Кубок провинций,2004-10-10 00:00:00
64,Онтариада,2004-10-10 00:00:00
65,Кубок Уралвагонзавода,2004-10-31 00:00:00
70,Чемпионат Татарстана,2004-10-31 00:00:00
66,Гостиный двор,2004-11-07 00:00:00
67,Самариум,2004-11-08 00:00:00
68,Кубок Урало-Сибирской Лиги,2004-11-14 00:00:00
71,Пермская суперлига,2004-10-21 00:00:00
62,Открытый кубок России,2004-12-05 00:00:00
84,Чемпионат Санкт-Петербурга. Первая лига,2004-12-13 00:00:00
110,Чемпионат Санкт-Петербурга. Высшая лига,2004-12-13 00:00:00
2416,Чемпионат Саратова,2004-12-25 00:00:00
80,Неспростая зима,2004-12-26 00:00:00
72,Кубок Хайфы,2005-01-08 00:00:00
73,Чемпионат Украины. Высшая лига,2004-11-11 00:00:00
74,Чемпионат Украины. Первая лига,2004-11-11 00:00:00
76,Чемпионат России,2005-02-26 00:00:00
85,Чемпионат Беларуси,2005-02-27 00:00:00
3205,АИСТ,2004-10-17 00:00:00
86,Открытый Всероссийский синхронный чемпионат,2004-09-26 00:00:00
78,Весна в ЛЭТИ,2005-03-20 00:00:00
87,Чемпионат Латвии,2005-03-26 00:00:00
88,Чемпионат Эстонии,2005-03-26 00:00:00
75,Чемпионат Молдовы,2005-03-27 00:00:00
77,Чемпионат США,2005-03-27 00:00:00
79,Каменный цветок,2005-03-27 00:00:00
81,Неспростая весна,2005-03-27 00:00:00
82,Чемпионат Южной лиги Украины,2004-10-23 00:00:00
83,БАльшая Крыша. Турнир памяти Давида Бальшема,2005-03-27 00:00:00
89,Кубок городов,2005-04-03 00:00:00
90,Кубок губернатора Мурманской области,2005-04-16 00:00:00
91,Кубок губернатора СПб,2005-04-17 00:00:00
92,Чемпионат Харькова. Высшая лига,2004-10-17 00:00:00
93,Чемпионат Харькова. Первая лига,2004-10-17 00:00:00
94,Чемпионат Финляндии,2005-04-23 00:00:00
95,Чемпионат Узбекистана,2005-04-24 00:00:00
2141,Студенческий чемпионат России,2005-04-23 00:00:00
718,Вешние воды,2005-04-24 00:00:00
96,Чемпионат Туркменистана,2005-05-01 00:00:00
97,Чемпионат Даугавпилса,2005-05-01 00:00:00
98,Саратов,2005-05-02 00:00:00
99,Благородный Дон,2005-05-08 00:00:00
100,Интеллектуальный марафон,2005-05-15 00:00:00
101,Поволжская лига,2004-12-12 00:00:00
102,Чемпионат Израиля,2005-05-21 00:00:00
103,Одессея,2005-05-22 00:00:00
104,Чемпионат Грузии,2005-05-29 00:00:00
105,Чемпионат Мордовии,2005-05-29 00:00:00
106,Чемпионат Москвы. Высшая лига,2004-09-25 00:00:00
2328,Чемпионат Ростова-на-Дону,2004-09-01 00:00:00
1658,Чемпионат Москвы. Первая лига,2004-10-01 00:00:00
107,Чемпионат Азербайджана,2005-06-05 00:00:00
108,Чемпионат Армении,2005-06-19 00:00:00
109,Чемпионат Канады,2005-06-19 00:00:00
111,Кубок Метрополии,2005-06-26 00:00:00
112,Белые ночи,2005-07-02 00:00:00
113,Летние зори,2005-08-06 00:00:00
2013,Кубок наций,2005-08-12 00:00:00
114,Олимпийский кубок ЛУК,2005-08-21 00:00:00
115,Всемирный потоп,2005-09-04 00:00:00
116,Чемпионат мира,2005-09-10 00:00:00
117,Симбирск Oпен,2005-09-18 00:00:00
119,Oktoberfest,2005-10-09 00:00:00
120,Пермский период,2005-10-09 00:00:00
2143,Кубок Европы среди студентов,2005-10-08 00:00:00
121,Кубок провинций,2005-10-16 00:00:00
135,Чемпионат Екатеринбурга,2005-10-16 00:00:00
122,Чемпионат Украины. Отбор,2005-10-23 00:00:00
123,175 лет МГТУ,2005-10-30 00:00:00
124,Даргонелез,2005-10-30 00:00:00
125,Кубок Зеленограда,2005-10-30 00:00:00
127,Кубок Тель-Авива,2005-11-05 00:00:00
126,Самариум,2005-11-06 00:00:00
128,Покорение Сибири,2005-11-13 00:00:00
136,Гостиный двор,2005-11-13 00:00:00
129,Открытый кубок Мордовии. Пролог,2005-11-25 00:00:00
130,Открытый кубок Мордовии,2005-11-27 00:00:00
118,Открытый кубок России,2005-12-04 00:00:00
131,Неспростая зима,2005-12-25 00:00:00
132,Чемпионат Саратова,2005-12-25 00:00:00
133,Чемпионат Татарстана,2005-12-25 00:00:00
134,Чемпионат Санкт-Петербурга. Высшая лига,2005-12-25 00:00:00
146,Чемпионат Нижнего Новгорода,2005-12-25 00:00:00
159,Чемпионат Санкт-Петербурга. Первая лига,2005-12-25 00:00:00
137,Кубок Хайфы,2006-01-07 00:00:00
138,Неспростой Израиль,2006-01-16 00:00:00
139,Ялиарзи кобук,2006-01-16 00:00:00
140,Интеллектуальная ворона,2006-01-29 00:00:00
141,Чемпионат России,2006-02-26 00:00:00
142,Мемориал Сидлецкого,2006-03-12 00:00:00
185,Открытый Всероссийский синхронный чемпионат,2005-09-25 00:00:00
143,Весна в ЛЭТИ,2006-03-19 00:00:00
173,Чемпионат Латвии,2006-03-25 00:00:00
174,Чемпионат Литвы,2006-03-25 00:00:00
175,Чемпионат Эстонии,2006-03-25 00:00:00
144,Неспростая весна,2006-03-26 00:00:00
160,Кубок городов,2006-04-02 00:00:00
167,Чемпионат Украины,2006-04-09 00:00:00
348,Чемпионат Украины. Первая лига,2005-12-10 00:00:00
3204,АИСТ,2005-12-17 00:00:00
166,Симбирск Oпен,2006-04-16 00:00:00
172,Каменный цветок,2006-04-16 00:00:00
177,Кубок губернатора Мурманской области,2006-04-16 00:00:00
193,Чемпионат Финляндии,2006-04-22 00:00:00
168,Чемпионат США,2006-04-23 00:00:00
176,Чемпионат Молдовы,2006-04-23 00:00:00
2142,Студенческий чемпионат России,2006-04-22 00:00:00
164,Поволжская лига,2005-12-18 00:00:00
170,Чемпионат Ашхабада,2006-04-30 00:00:00
171,Чемпионат Германии,2006-04-30 00:00:00
182,Чемпионат Туркменистана,2006-04-30 00:00:00
180,Вешние воды,2006-05-01 00:00:00
181,Саратов,2006-05-01 00:00:00
163,Чемпионат Израиля,2006-05-06 00:00:00
161,AU,2006-05-07 00:00:00
150,Благородный Дон,2006-05-08 00:00:00
588,Первый блин,2006-05-13 00:00:00
169,Чемпионат Узбекистана,2006-05-14 00:00:00
178,Интеллектуальный марафон,2006-05-14 00:00:00
148,Кубок губернатора СПб,2006-05-21 00:00:00
162,Чемпионат Канады,2006-05-21 00:00:00
165,Ревельская весна,2006-05-21 00:00:00
179,Одессея,2006-05-21 00:00:00
229,Чемпионат Даугавпилса,2006-05-25 00:00:00
153,Кубок Иерусалима,2006-05-26 00:00:00
183,Чемпионат Мордовии,2006-05-28 00:00:00
156,Открытый чемпионат Твери,2006-05-30 00:00:00
149,Чемпионат Ростовской области,2006-05-31 00:00:00
154,Чемпионат Москвы. Первая лига,2005-10-16 00:00:00
1627,Чемпионат Москвы. Вторая лига. Дивизион МУБК,2005-11-28 00:00:00
152,Чемпионат Грузии,2006-06-11 00:00:00
155,Чемпионат Москвы. Высшая лига,2005-10-15 00:00:00
157,Суперлига Израиля,2006-06-17 00:00:00
147,Чемпионат Азербайджана,2006-06-18 00:00:00
184,Кубок Метрополии,2006-06-25 00:00:00
158,Белые ночи,2006-07-01 00:00:00
186,Чемпионат Южного Кавказа,2006-07-09 00:00:00
187,Летние зори,2006-08-13 00:00:00
188,Чемпионат мира,2006-08-27 00:00:00
189,Всемирный потоп,2006-09-10 00:00:00
191,Кубок Израиля,2006-09-15 00:00:00
190,Кубок Ашхабада,2006-09-16 00:00:00
192,Город героев,2006-10-01 00:00:00
194,Чемпионат Екатеринбурга,2006-10-01 00:00:00
349,Кубок Полесья,2006-09-29 00:00:00
211,Великолукская осень,2006-10-08 00:00:00
195,Кубок провинций,2006-10-15 00:00:00
212,Столичная осень,2006-10-15 00:00:00
196,Открытый чемпионат Смоленска,2006-10-22 00:00:00
197,Кубок Тель-Авива,2006-11-04 00:00:00
198,Пермский период,2006-11-05 00:00:00
199,Самариум,2006-11-06 00:00:00
201,Гостиный двор,2006-11-12 00:00:00
